nct_id,brief_title,overall_status,phase,conditions,interventions,location_countries,lead_sponsor,lead_sponsor_norm,region_label,estimated_trial_cost,enrollment_feasibility_score,benefit_score
NCT05865743,Perioperative SDD to Prevent Infectious Complications After Esophagectomy,Recruiting,Phase 3,['Esophageal Cancer'],['SDD'],['Belgium' 'Netherlands'],Radboud University Medical Center,Radboud University Medical Center,Global / Multi-Region,4.0,1.0,0.8
NCT05865990,HER3-DXd in Breast Cancer and NSCLC Brain Metastases and Solid Tumor Leptomeningeal Disease,"Active, not recruiting",Phase 2,"['Metastatic Breast Cancer' 'Advanced Non-Small Cell Squamous Lung Cancer'
 'Solid Tumor, Adult']",['Patritumab deruxtecan'],['Austria' 'Spain'],MedSIR,MedSIR,Global / Multi-Region,2.0,1.0,0.6
NCT05866432,Phase II Study of Dato-DXd in Triple-negative Breast Cancer Patients With Newly Diagnosed or Progressing Brain Metastases,Recruiting,Phase 2,['Breast Cancer Stage IV'],['Datopotamab deruxtecan'],['Austria'],Medical University of Vienna,Medical University of Vienna,Global / Multi-Region,2.0,1.0,0.6
NCT05866536,Repeat BCG Vaccinations for the Treatment of New Onset Type 1 Diabetes in Children Age 8-<18 Years,Recruiting,Phase 2,"['Diabetes Mellitus' 'Type 1 Diabetes' 'Diabetes Type1'
 'Autoimmune Diabetes']",['Bacillus Calmette-Guérin' 'Saline Injection'],['United States'],Massachusetts General Hospital,Massachusetts General Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT05866562,Dupilumab in the Treatment of Pediatric Alopecia Areata,Recruiting,Phase 2,['Alopecia Areata'],['Dupilumab' 'Placebo'],['United States'],Icahn School of Medicine at Mount Sinai,Icahn School of Medicine at Mount Sinai,Global / Multi-Region,2.0,1.0,0.6
NCT05867472,Advancing Brain Outcomes in Pediatric Critically Ill Patients Sedated With Volatile AnEsthestic Agents,Recruiting,Phase 3,"['Intensive Care Units, Pediatric' 'Anesthetics, Inhalation'
 'Mechanically Ventilated, Critically Ill Children']",['Isoflurane Inhalant Product' 'Sevoflurane inhalant product'],['Canada'],Sunnybrook Health Sciences Centre,Sunnybrook Health Sciences Centre,Global / Multi-Region,4.0,1.0,0.8
NCT05867602,High Dose Albumin in Refractory Ascites,Recruiting,Phase 2,['Ascites'],['Albumin'],['United States'],Baylor College of Medicine,Baylor College of Medicine,Global / Multi-Region,2.0,1.0,0.6
NCT05867615,Radiometabolic Therapy With 177Lu PSMA in PSMA PET/CT Positive Advanced/Metastatic Tumours:,"Active, not recruiting",Phase 2,['Cancer'],['[177Lu]Lu-PSMA I&T'],['Italy'],Istituto Romagnolo per lo Studio dei Tumori Dino Amadori IRST S.r.l. IRCCS,Istituto Romagnolo per lo Studio dei Tumori Dino Amadori IRST S.r.l. IRCCS,Global / Multi-Region,2.0,1.0,0.6
NCT05867849,Cannabidiol for Bipolar Depression (CBD-BD),Recruiting,Phase 3,['Bipolar Disorder'],['Cannabidiol' 'Placebo'],['Canada'],University of British Columbia,University of British Columbia,Global / Multi-Region,4.0,1.0,0.8
NCT05868109,Inhaled Nitric Oxide for Cardiac Arrest in Pediatrics and Adults (iNOCAPA),Recruiting,Phase 2,['Cardiac Arrest'],['inhaled nitric oxide (iNO)' 'Sham'],['Canada'],The Hospital for Sick Children,The Hospital for Sick Children,Global / Multi-Region,2.0,1.0,0.6
NCT05868265,A Study of Enfortumab Vedotin in People With Urothelial Carcinoma of the Upper Urinary Tract,Recruiting,Phase 2,['Urothelial Carcinoma'],['Enfortumab Vedotin' 'Radical surgery'],['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT05868395,"Efficacy of Polatuzumab, Bendamustine and Rituximab in Patients With Relapsed/ Refractory Mantle Cell Lymphoma",Recruiting,Phase 2,['Mantle-cell Lymphoma'],"['Polatuzumab, bendamustin und rituximab']",['Austria'],Medical University of Vienna,Medical University of Vienna,Global / Multi-Region,2.0,1.0,0.6
NCT05868707,OH2 Injection in Melanoma,Recruiting,Phase 3,['Melanoma'],['OH2' 'Salvage chemotherapy or best supportive care'],['China'],"Binhui Biopharmaceutical Co., Ltd.","Binhui Biopharmaceutical Co., Ltd.",Global / Multi-Region,4.0,1.0,0.8
NCT05868733,A Lassa Fever Vaccine Trial in Adults and Children Residing in West Africa,Recruiting,Phase 2,['Lassa Fever'],['Day 1 Lower Dose (2×106 pfu)' 'Day 1 Higher Dose (1×107 pfu)' 'Placebo'],['Ghana' 'Liberia' 'Nigeria'],International AIDS Vaccine Initiative,International AIDS Vaccine Initiative,Global / Multi-Region,2.0,1.0,0.6
NCT05868837,Rituximab EfFicacy IN MyasthEnia Gravis (REFINE),Recruiting,Phase 3,"['Myasthenia Gravis, Generalized']",['Rituximab' 'Placebo'],['Italy'],Fondazione Policlinico Universitario Agostino Gemelli IRCCS,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,Global / Multi-Region,4.0,1.0,0.8
NCT05869227,Maintenance Therapy With Toripalimab Combined With Capecitabine/Placebo for Recurrent and Metastatic Nasopharyngeal Carcinoma,"Active, not recruiting",Phase 3,['Nasopharyngeal Carcinoma' 'Maintenance Therapy'],['Capecitabine/Placebo combined with toripalimab'],['China'],XIANG YANQUN,XIANG YANQUN,Global / Multi-Region,4.0,1.0,0.8
NCT05869591,DOAC in Patients with Child a or B Liver Cirrhosis,Recruiting,Phase 2,['Liver Cirrhosis'],['Apixaban 5 MG [Eliquis]' 'Edoxaban 60 MG [Lixiana]'],['Switzerland'],Centre Hospitalier Universitaire Vaudois,Centre Hospitalier Universitaire Vaudois,Global / Multi-Region,2.0,1.0,0.6
NCT05869643,A Clinical Trial of STP0404 in Adults With HIV-1 Infection,Recruiting,Phase 2,['HIV-1-infection'],"['Low-dose STP0404 (Pirmitegravir)' 'Medium-dose STP0404 (Pirmitegravir)'
 'High-dose STP0404 (Pirmitegravir)' 'Placebo']",['United States'],"ST Pharm Co., Ltd.","ST Pharm Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6
NCT05869682,Bright White Light Therapy in Reducing Cancer-Related Fatigue and Depression in Advanced Prostate Cancer Patients Undergoing Treatment With ADT Combination Therapy,Recruiting,Phase 2,"['Advanced Prostate Carcinoma' 'Metastatic Prostate Carcinoma'
 'Prostate Carcinoma' 'Stage III Prostate Cancer AJCC v8'
 'Stage IV Prostate Cancer AJCC v8']","['Bright White Light Therapy' 'Combination Drug Therapy'
 'Electronic Health Record Review' 'Quality-of-Life Assessment'
 'Questionnaire Administration']",['United States'],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT05869812,Influence of β-hydroxy β-methyl Butyrate (HMB)Supplementation on Post-operative Muscle Mass and Function in Female Athletes,Recruiting,Phase 2,['Atrophy'],"['CaHMB (Dietary supplement, not Drug)' 'CaLa']",['United States'],University of Kansas Medical Center,University of Kansas Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT05869903,A Study of Orforglipron (LY3502970) in Adult Participants With Obesity or Overweight With Weight-Related Comorbidities,"Active, not recruiting",Phase 3,['Obesity' 'Overweight' 'Overweight or Obesity'],['Orforglipron' 'Placebo'],"['Brazil' 'China' 'India' 'Japan' 'Puerto Rico' 'Slovakia' 'South Korea'
 'Spain' 'Taiwan' 'United States']",Eli Lilly and Company,Eli Lilly and Company,Global / Multi-Region,4.0,1.0,0.8
NCT05870007,Atorvastatin and Alkali Therapy in Patients With Autosomal Dominant Polycystic Kidney Disease,Enrolling by invitation,Phase 2,['Autosomal Dominant Polycystic Kidney Disease' 'Chronic Kidney Diseases'],['Atorvastatin 20 Mg Oral Tablet' 'Sodium Bicarbonate 600 Mg Oral Tablet'],['Taiwan'],Taipei Medical University Shuang Ho Hospital,Taipei Medical University Shuang Ho Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT05870111,Citicoline in Youth Alcohol Use Disorder,Recruiting,Phase 2,['Alcohol Use Disorder'],['Citicoline (cytidine diphosphate-choline)' 'Placebo oral capsule'],['United States'],Medical University of South Carolina,Medical University of South Carolina,Global / Multi-Region,2.0,1.0,0.6
NCT05870319,A Phase III Study of SKB264 for EGFR Mutant NSCLC Patients,Recruiting,Phase 3,['Non-small Cell Lung Cancer'],['SKB264' 'Pemetrexed' 'Carboplatin' 'Cisplatin'],['China'],"Sichuan Kelun Pharmaceutical Research Institute Co., Ltd.","Sichuan Kelun Pharmaceutical Research Institute Co., Ltd.",Global / Multi-Region,4.0,1.0,0.8
NCT05870475,Pegylated Interferon α-2b in Combination With Ruxolitinib for Treating Hydroxyurea-resistant/Intolerant PV,Recruiting,Phase 2,['Polycythemia Vera'],['Ruxolitinib' 'Pegylated interferon α-2b'],['China'],"Institute of Hematology & Blood Diseases Hospital, China","Institute of Hematology & Blood Diseases Hospital, China",Global / Multi-Region,2.0,1.0,0.6
NCT05870761,Combination Niraparib and Dostarlimab Therapy for Recurrent or Persistent Uterine Serous Carcinoma,"Active, not recruiting",Phase 2,['Recurrent Endometrial Serous Adenocarcinoma'],"['Biospecimen Collection' 'Computed Tomography' 'Dostarlimab'
 'Magnetic Resonance Imaging' 'Niraparib']",['United States'],Casey Cosgrove,Casey Cosgrove,Global / Multi-Region,2.0,1.0,0.6
NCT05870800,Phase II Open-label Trial of Neoadjuvant Immunochemotherapy for Resectable Non-metastatic Colon cancER: NICER,Recruiting,Phase 2,['Stage I Colon Cancer' 'Stage II Colon Cancer' 'Stage III Colon Cancer'],"['Tecentriq 1200 MG in 20 ML Injection + Capecitabine 1000 mg/m2 + Oxaliplatin 130 mg/m2'
 'Oxaliplatin injection 85mg/m2 + Leucovorin 400mg/m2 + 5-Fluorouracil 2400mg/m2'
 'Oxaliplatin 130mg/m2 + Capecitabine 1000mg/m2']",['United States'],Baylor College of Medicine,Baylor College of Medicine,Global / Multi-Region,2.0,1.0,0.6
NCT05870917,A Study of VRD-based Regimen Combined With CART-ASCT-CART2 Treatment in Patients With Primary Plasma Cell Leukemia,Recruiting,Phase 2,['Plasma Cell Leukemia'],['anti-BCMA CAR-T'],['China'],"Institute of Hematology & Blood Diseases Hospital, China","Institute of Hematology & Blood Diseases Hospital, China",Global / Multi-Region,2.0,1.0,0.6
NCT05870995,Chemotherapy CLAGE-Ven Sequential With Reduced Intensity Conditioning for Refractory Acute Myelodi Leukemia,Recruiting,Phase 2,['Refractory Leukemia'],['CALGE-VEN- RIC-conditioning'],['China'],Shanghai Jiao Tong University School of Medicine,Shanghai Jiao Tong University School of Medicine,Global / Multi-Region,2.0,1.0,0.6
NCT05871021,Protective VEGF Inhibition for Isotoxic Dose Escalation in Glioblastoma,Recruiting,Phase 2,['Glioblastoma'],['Dose escalation of radiation dose beyond the therapeutic standard'],['Germany'],Ludwig-Maximilians - University of Munich,Ludwig-Maximilians - University of Munich,Global / Multi-Region,2.0,1.0,0.6
NCT05871099,Laparoscopic Gastrectomy With D2 Lymphadenectomy Combined With Hyperthermic Intraperitoneal Chemotherapy (HIPEC) or Not,Recruiting,Phase 3,['Gastric Cancer'],['Hyperthermic Intraperitoneal Chemotherapy (HIPEC)'],['China'],The Affiliated Hospital of Qingdao University,The Affiliated Hospital of Qingdao University,Global / Multi-Region,4.0,1.0,0.8
NCT05871307,Neoadjuvant vs. Intraoperative vs. Adjuvant Resection Cavity Radiotherapy of Brain Metastases,Recruiting,Phase 2,['Brain Metastases' 'Radiotherapy'],"['Preoperative Radiotherapy' 'Intraoperative Radiation'
 'Postoperative Radiotherapy']",['Germany'],University Hospital Heidelberg,University Hospital Heidelberg,Global / Multi-Region,2.0,1.0,0.6
NCT05871970,Safety and Efficacy Study of Intracystic TARA-002 for the Treatment of Lymphatic Malformations in Participants 6 Months to Less Than 18 Years of Age,Recruiting,Phase 2,['Lymphatic Malformation'],['TARA-002'],['United States'],Protara Therapeutics,Protara Therapeutics,Global / Multi-Region,2.0,1.0,0.6
NCT05872204,Abemaciclib and Letrozole in Patients With Estrogen Receptor-positive Rare Ovarian Cancer,Recruiting,Phase 2,['Low Grade Serous Ovarian Carcinoma' 'Adult Type Granulosa Cell Tumor'],['Abemaciclib' 'Letrozole'],['Belgium' 'France' 'Netherlands'],Universitaire Ziekenhuizen KU Leuven,Universitaire Ziekenhuizen KU Leuven,Global / Multi-Region,2.0,1.0,0.6
NCT05872347,Efficacy and Safety of SPH4336 in Combination With Endocrine Therapy in Breast Cancer Patients With Brain Metastases.,Recruiting,Phase 2,['Breast Cancer Brain Metastases'],['SPH4336 Tablets'],['China'],"Shanghai Pharmaceuticals Holding Co., Ltd","Shanghai Pharmaceuticals Holding Co., Ltd",Global / Multi-Region,2.0,1.0,0.6
NCT05872685,Perioperative Chemotherapy Combined With Serplulimab or Placebo for pMMR Locally Advanced Gastric Adenocarcinoma (FOCUS-05),Recruiting,Phase 2,"['Adenocarcinoma of the Stomach'
 'Adenocarcinoma of Esophagogastric Junction' 'Proficient Mismatch Repair']",['S1' 'Oxaliplatin' 'Serplulimab' 'Placebo'],['China'],Yu jiren,Yu jiren,Global / Multi-Region,2.0,1.0,0.6
NCT05872724,Optimization of Postoperative Adjuvant Therapy for Cervical Cancer Based on MRD(Minimal Residual Disease),Recruiting,Phase 2,['Cervical Cancer'],"['Chemoradiotherapy + Adjuvant chemotherapy and Zimberelimab'
 'Chemoradiotherapy (small pelvic) + Zimberelimab']",['China'],Suzhou Municipal Hospital,Suzhou Municipal Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT05872854,Treatment of Mycosis Fungoides With Hypericin Ointment and Visible Light,"Active, not recruiting",Phase 2,['Cutaneous T Cell Lymphoma' 'Mycosis Fungoides'],['Hypericin' 'Visible Light'],['United States'],"Ellen Kim, MD","Ellen Kim, MD",Global / Multi-Region,2.0,1.0,0.6
NCT05873192,Presurgical Phase II Study of Talazoparib in Combination With Enzalutamide in Prostate Cancer,Recruiting,Phase 2,['Prostate Cancer'],['ADT' 'Enzalutamide' 'Talazoparib' 'Degarelix' 'Luprolide'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT05873205,"Open-Label, Phase II Trial of Isatuximab for Patients With Refractory Immune Cytopenias After Allogeneic Hematopoietic Cell Transplantation",Recruiting,Phase 2,['Blood Cancer' 'Refractory Immune Cytopenias'],['Isatuximab'],['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT05873244,CXD101 in Immunotherapy-related Liver Cancer,Recruiting,Phase 2,['HCC'],['Zabadinostat (CXD101) and Geptanolimab' 'Lenvatinib and Sorafenib'],['Hong Kong'],Stephen Chan Lam,Stephen Chan Lam,Global / Multi-Region,2.0,1.0,0.6
NCT05873673,Coenzyme Q10 and Dentoalveolar Cyst,"Active, not recruiting",Phase 2,"['Cyst, Jaw']",['Coenzyme Q10' 'control group'],['Egypt'],Fayoum University,Fayoum University,Global / Multi-Region,2.0,1.0,0.6
NCT05873712,Zanubrutinib and Lisocabtagene Maraleucel for the Treatment of Richter's Syndrome,Recruiting,Phase 2,"['Recurrent Transformed Chronic Lymphocytic Leukemia'
 'Refractory Transformed Chronic Lymphocytic Leukemia'
 'Transformed Chronic Lymphocytic Leukemia to Diffuse Large B-Cell Lymphoma'
 'Recurrent Transformed B-Cell Non-Hodgkin Lymphoma'
 'Recurrent Transformed Non-Hodgkin Lymphoma'
 'Refractory Transformed Non-Hodgkin Lymphoma'
 'Refractory Transformed B-cell Non-Hodgkin Lymphoma'
 'Refractory Transformed']","['Biospecimen Collection' 'Bone Marrow Biopsy' 'Computed Tomography'
 'Cyclophosphamide' 'Fludarabine' 'Leukapheresis'
 'Lisocabtagene Maraleucel' 'Lymph Node Biopsy'
 'Positron Emission Tomography' 'Zanubrutinib']",['United States'],Aseel Alsouqi,Aseel Alsouqi,Global / Multi-Region,2.0,1.0,0.6
NCT05873803,The Study of GR1802 in Patients with Chronic Rhinosinusitis with Nasal Polyps,"Active, not recruiting",Phase 2,['Chronic Rhinosinusitis with Nasal Polyps'],['GR1802 injection' 'placebo'],['China'],"Genrix (Shanghai) Biopharmaceutical Co., Ltd.","Genrix (Shanghai) Biopharmaceutical Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6
NCT05873881,COLchicine and Thiamine in Heart Failure Due to Ischemic Heart Disease,Recruiting,Phase 3,['Heart Failure'],['Colchicine 0.5 MG' 'Colchicine placebo' 'Thiamine Mononitrate 300 mg'],['Canada'],Hamilton Health Sciences Corporation,Hamilton Health Sciences Corporation,Global / Multi-Region,4.0,1.0,0.8
NCT05874037,Fluvoxamine for Long COVID-19,"Active, not recruiting",Phase 2/Phase 3,['Long COVID'],['Fluvoxamine'],['United States'],Washington University School of Medicine,Washington University School of Medicine,Global / Multi-Region,3.0,1.0,0.7
NCT05874063,Thromboprophylaxis in Good and Intermediate Prognosis Advanced Germ Cell Tumors,Recruiting,Phase 3,['Germ Cell Tumor'],['Thromboprophylaxis'],['France'],"Gustave Roussy, Cancer Campus, Grand Paris","Gustave Roussy, Cancer Campus, Grand Paris",Global / Multi-Region,4.0,1.0,0.8
NCT05876182,Vancomycin in Primary Sclerosing Cholangitis in Italy,Recruiting,Phase 2,"['Primary Sclerosing Cholangitis'
 'Liver and Intrahepatic Bile Duct Disorder' 'IBD']",['Oral Vancomycin' 'Placebo'],['Italy'],University of Milano Bicocca,University of Milano Bicocca,Global / Multi-Region,2.0,1.0,0.6
NCT05876754,An Early Access Study of Ivosidenib in Patients With a Pretreated Locally Advanced or Metastatic Cholangiocarcinoma,Recruiting,Phase 3,['Cholangiocarcinoma'],['Ivosidenib Oral Tablet'],"['Armenia' 'Australia' 'Austria' 'Belgium' 'Canada' 'France' 'Germany'
 'Ireland' 'Italy' 'Netherlands' 'Romania' 'South Korea' 'Spain' 'Sweden'
 'United Kingdom']",Servier Affaires Médicales,Servier Affaires Médicales,Global / Multi-Region,4.0,1.0,0.8
NCT05876806,Dabrafenib Plus Trametinib in Patients With Advanced Solid Tumor Having BRAF V600E Mutation or Clinically Actionable BRAF Gene Alterations,Recruiting,Phase 2,['Cancer'],['Dabrafenib' 'Trametinib'],['South Korea'],Se Jun Park,Se Jun Park,Global / Multi-Region,2.0,1.0,0.6
NCT05877014,Unipolar Versus Bipolar Interlocking in Humeral Shaft Fractures in Adults,Recruiting,Phase 3,['Humeral Shaft Fracture'],['questionnaires' 'scanner'],['France'],Centre Hospitalier Universitaire Dijon,Centre Hospitalier Universitaire Dijon,Global / Multi-Region,4.0,1.0,0.8
NCT05877508,Anti-SARS-CoV-2 Monoclonal Antibodies for Long COVID (COVID-19),"Active, not recruiting",Phase 2,['Long COVID' 'Post-Acute Sequela of COVID-19' 'Post-Acute COVID-19'],['AER002' 'Placebo'],['United States'],"Michael Peluso, MD","Michael Peluso, MD",Global / Multi-Region,2.0,1.0,0.6
NCT05877521,Mindfulness-oriented Recovery Enhancement (MORE) for Cancer Pain Relief,"Active, not recruiting",Phase 2,['Chronic Pain' 'Cancer Pain'],['MORE treatments' 'Standard of Care for Pain Management'],['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT05877547,A Clinical Study of Efinopegdutide in Participants With Precirrhotic Nonalcoholic Steatohepatitis (NASH) (MK-6024-013),"Active, not recruiting",Phase 2,"['Non-alcoholic Fatty Liver Disease' 'Fatty Liver, Nonalcoholic' 'NAFLD'
 'Nonalcoholic Fatty Liver Disease' 'Nonalcoholic Steatohepatitis']",['Efinopegdutide' 'Semaglutide' 'Placebo'],"['Austria' 'Belgium' 'Canada' 'Chile' 'China' 'Colombia' 'Czechia'
 'France' 'Hong Kong' 'Hungary' 'Israel' 'Italy' 'Japan' 'Mexico' 'Peru'
 'Portugal' 'Puerto Rico' 'Singapore' 'South Korea' 'Spain' 'Switzerland'
 'Taiwan' 'Thailand' 'Turkey (Türkiye)' 'United Kingdom' 'United States']",Merck Sharp & Dohme LLC,Merck Sharp & Dohme LLC,Global / Multi-Region,2.0,1.0,0.6
NCT05877820,A Study to Evaluate Efficacy and Safety of Lenvatinib Combined With Tislelizumab in Patients With FHRCC,Recruiting,Phase 2,['Fumarate Hydratase Deficient Renal Cell Carcinoma'],['Tislelizumab' 'Lenvatinib'],['China'],RenJi Hospital,RenJi Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT05877872,Reduced-target Resection After Induction Chemotherapy in Resectable Recurrent Nasopharyngeal Carcinoma,Recruiting,Phase 3,['Nasopharyngeal Carcinoma' 'De-escaltion Therapy'],"['Reduced-target resection' 'Full-target resection'
 'Adjuvant immunotherapy']",['China'],Sun Yat-sen University,Sun Yat-sen University,Global / Multi-Region,4.0,1.0,0.8
